Interacao,Resumo
"bom dia, solicito por gentileza o cancelamento dessas ordens abaixo. motivo: foram lançadas com o plano de manutenção errado. prezadas, bom dia! ordens de serviços canceladas, autorizado o cancelamento pela thaylla via mensagem.","Foi solicitado o cancelamento de 90 ordens de serviço no sistema, pois foram lançadas com o plano de manutenção incorreto."
"boa tarde, solicito por gentileza o cadastro no point service dos usuários em anexo, todos eles ficam na unidade de goiânia, permissão: monitoramento. kb prezada, boa tarde! solicitação recebida, iniciando a tratativa assim que possível retorno o contato. prezada, bom dia! desculpa na demora no retorno, todos os colaboradores cadastrados no sistema, vinculado a unidade prefeitura de goiania e permissão monitoramento.","Foi solicitado o cadastro de usuários no sistema Point Service, todos vinculados à unidade de Goiânia, com permissão de Monitoramento."
de: para: cc: tarefa: favor efetuar o cadastro do novo colaborador no point-service nome: jose antonio da silva neto cpf: telefone: permissão: apenas monitoramento favor indicar este destinatário no e-mail cc: service-desk e-mail prezada o bom dia! colaborador cadastrado no sistema do point service. tania oliveira silva reacted to your message:,Solicitação de cadastro de funcionário.
"solicito criação de login para abertura de os nome: crissiane vilela souza costa amaral cpf: email: telefone: unidade: samu goiânia prezada, bom dia! cadastro criado no sistema do point service, abaixo segue os dados de acesso e será enviado videos de passo a passo de como faz a solicitações via whatsapp. login: cpf senha: dúvidas estamos a disposição","Foi solicitada a criação de usuário no sistema Point Service, com permissão para abertura de ordens de serviço, vinculado à unidade SAMU Goiânia."
"boa tarde, solicito o cancelamento das seguintes preventivas. motivo: equipamentos não existem mais. prezadas, bom dia! conforme autorizado pelo thaylla via whatsapp, foi feito o cancelamento das ordens de serviços solicitado.",Foi solicitado o cancelamento das preventivas  devido à inexistência dos equipamentos.
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: rafael dos santos gonçalves peço que também seja excluído acesso em demais sistemas da empresa. prezada o bom dia! colaborador não possui cadastro no sistema do point service.,Foi solicitada a exclusão do usuário do sistema Point Service e o cancelamento de seus acessos aos demais sistemas da empresa.
"boa tarde, sou margarete, gestora da usf vila rica da secretaria municipal de saúde de goiânia, estou precisando da liberação de acesso para aberturas de ordens de serviço. seguem abaixo meus dados. nome: margarete núbia de oliveira cargo: assistente de atividades administrativas função: coordenadora geral de unidade unidade: unidade de saúde da família vila rica município: goiânia go matrícula: cpf: att margarete núbia de oliveira coordenador geral da usf vila rica prezadas o bom dia! a colaboradora citada já possui cadastro no sistema do point service e já foi enviado os dados de acesso, porém, estarei reenviando aqui, por gentileza informa a mesma. login: cpf senha: boa tarde, tudo bem? espero que sim! consegui acessar o sistema com o loggin e senha que você me passou, porém não minha unidade que está cadastrada no meu cpf, o ciams urias magalhães. minha unidade usf vila rica. em sex. de nov. de às luciana mendes de oliveira escreveu: prezada, boa tarde! feito alteração no sistema no seu perfil, vinculado a unidade vila rica e tirado a ciams urias magalhães, só atualizar que irá aparecer a unidade correta agora.",Foi solicitado o cadastro e a liberação de acesso para abertura de Ordens de Serviço no sistema.
"bom dia, estou tentando realizar o cadastro de um ativo equipamento conforme descrito no anexo, mas notei que, na seção itens não está disponível a opção para adicionar as informações de marca e potência poderiam, por gentileza, verificar essa situação e orientar-me sobre como proceder para completar o cadastro corretamente? agradeço desde já pela atenção e aguardo retorno. prezada, bom dia! conforme conversamos no whatsapp, gostaria de confirmar a orientação sobre o preenchimento dos dados. após inserir as informações da marca e potência, basta clicar na opção e, em seguida, habilitar o botão salvar enviamos vídeos demonstrando o passo a passo para facilitar o processo. caso ainda enfrente dificuldades, peço que envie todos os dados preenchidos para que possamos realizar o teste diretamente pelo seu login. realizei um teste e posso confirmar que não há problemas no sistema. fico disposição para qualquer outra dúvida ou assistência que precisar, fico no aguardo se conseguir realizar o cadastro. prezada, bom dia! como não obtive retorno, o chamado será encerrado. dúvidas estamos a disposição,","Foi relatado que, ao tentar cadastrar um ativo no sistema, não estão disponíveis os campos para inserir ""marca"" e ""potência"" na seção ""ITENS"". O solicitante pede a verificação do problema e orientações para concluir o cadastro corretamente."
"bom dia, solicito mudança nos campos de assinaturas das ordens de serviço. de antemão, peço que a alteração seja realizada se possível somente para o contrato da saúde de goiânia. caso não seja possível, retornar com possibilidades e sem alterações efetuadas de modo a não prejudicar o andamento dos demais contratos no sistema. layout atual campos layout pretendido somente campos de solicitante, fiscal de contrato e contratada reitero e informo que tal mudança está sendo solicitado apenas para impressão das ordens do contrato de goiânia, visto que outros contratos possuem sua particularidade e necessitam dos demais campos de assinatura, conforme o layout atual. prezados, boa tarde! solicitação recebida, enviado ao setor de desenvolvimento para analise e tratativa, retornamos o contato assim que possível. conforme conversamos, poderia verificar e informar ao cliente se existe tal possibilidade ou não. bom dia, no momento não possível modificar a impressão de apenas um contrato dentro do sistema. entretanto, te adianto que estamos trabalhando em uma demanda que envolve uma maior customização de assinaturas. essa funcionalidade deve ficar disponível em janeiro de e está sendo trabalhada pelo time com cuidado para atender necessidades diversas como a que você apresentou. por conta disso, não teremos como atender sua solicitação no presente momento.","Foi solicitado a alteração no layout das assinaturas das ordens de serviço, exclusivamente para o contrato da saúde de Goiânia. A mudança seria de quatro campos para apenas o campo de ""solicitante"". Caso não seja possível aplicar essa alteração apenas nesse contrato, o solicitante pede retorno com alternativas, sem realizar modificações que afetem os demais contratos."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: wadrian santana da silva peço que também seja excluido acesso em demais sistemas da empresa. chamado resolvido no chamado anterior sus,Foi solicitada a exclusão do usuário do sistema Point Service e o cancelamento de seu acesso aos demais sistemas da empresa.
de: para: tarefa: olá segue termo de devolução de crachá wadrian santaba da silva prezada o boa tarde! colaborador não possui cadastro no sistema do point service.,"Foi enviado o termo de devolução de crachá do colaborador, juntamente com a solicitação de rescisão referente ao mesmo."
"boa tarde conforme solicitado estou enviando dados para cadastro: evaney pereira dos santos cpf centro de saúde vila pedroso fone: inoperante no momento grato evaney pereira dos santos matricula csf v pedroso prezado, boa tarde! foi feito o cadastro no sistema do point service, abaixo segue os dados de acesso e video de passo a passo de como fazer a solicitações. login: cpf senha: dúvidas estamos a disposição,","Conforme solicitado, foram enviados os dados para cadastro deusuario, informando que está inoperante no momento."
de: para: tarefa: olá solicito exclusão de usuário no sistema point service nome: geraldo luiz da silva também que seja cancelado e-mail corporativo e acesso a demais sistemas da empresa. chamado atendido no,"Foi solicitada a exclusão do usuário no sistema Point Service, bem como o cancelamento do e-mail corporativo e do acesso aos demais sistemas da empresa, com anexo de devolução do crachá."
de: para: tarefa: olá segue termo de devolução de crachá geraldo luiz da silva chamado atendido no,"Foi enviado o termo de devolução de crachá do colaborador, com um anexo referente à devolução."
de: para: tarefa: colaborador geraldo luiz da silva h maria de lourdes tavares dos santos anexo :s: prezada o boa tarde! colaborador desativado do sistema do point service.,"Foi enviada a solicitação de rescisão do colaborador, acompanhada de um anexo."
"boa tarde, solicito o cadastro da colaboradora abaixo: nome: samara de sousa lemes telefone: cpf: matrícula: permissão: administrativo porto construtora hospital inloco colocar as mesmas unidades que estão no cadastro da joanna da silva aguiar. prezadas, bom dia! foi feito o cadastro da colaboradora no sistema do point service, abaixo segue os dados de acesso a mesma. login: cpf senha: dúvidas estamos a disposição,","Foi solicitada a criação do cadastro da colaboradora, com permissão (Administrativo Porto Construtora - Hospital inloco). Além disso, foi solicitado que as unidades do cadastro da colaboradora sejam as mesmas de outro colaborador mencionado."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: raimundo nonato santos peço que também seja excluido acesso em demais sistemas da empresa. prezado a boa tarde! colaborador desativado do sistema do point service.,"Foi solicitada a exclusão do usuário no sistema Point Service, incluindo o cancelamento de acesso em demais sistemas da empresa."
Identificado que os equipamentos estão offline,Identificado que os equipamentos estão offline
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: antonio carlos araujo dos santos peço que também seja excluido acesso em demais sistemas da empresa. chamado duplicado e ja resolvido no ticket,"Foi solicitada a exclusão do usuário no sistema Point Service, com a exclusão de acesso também em demais sistemas da empresa. A solicitação inclui a rescisão do contrato e a devolução do crachá."
de: para: tarefa: olá segue termo de devolução de crachá antonio carlos de araujo santos prezada o bom dia! colaborador desativado do sistema do point service.,"Foi enviado o termo de devolução de crachá referente ao colaborador, conforme solicitado."
"identificado que o switch está offline foi identificado que o switch deu problema, estava aparentemente queimado, o leonardo ti de roraima fez alguns testes e constou problema e nisso foi feito a troca para outro switch o que está com problema será feito o envio ao escritorio de palmas aos cuidados do pedro diogenes. quando fizer o envio informar por gentileza. foi feita a troca do switch e alterado no sistema da meraki, o switch com defeito será enviado ao escritório da porto para analise.",Identificado que o switch 0856 está offline
"boa tarde. venho informar sobre problema que esta recorrente no point service. ao adicionar fotos nas solicitações as mesmas estão corrompendo parcialmente ou totalmente, além que as vezes o point não consegue salvar o arquivo. cito como exemplo a solicitação estou enviando as fotos originais e print dos erros para averiguação. prezado, boa tarde! solicitação recebida, enviado ao setor de desenvolvimento para analise e tratativa, retornamos o contato mais breve possível. conforme conversamos, fiz o teste de algumas imagens numa ss kk, as fotos antigas do computador abriu sem problema, renomeie e ok, tirou fotos hoje de dois celulares iphone e android samsung iphone mesmo processo e foi, porém, do android upload fez mas da erro na hora de abrir a foto, quando coloquei outro nome, já deu erro na hora de subir a foto no sistema. bom dia, leonardo. já temos uma tratativa para este problema? boa tarde. o time de desenvolvimento está trabalhando na sua questão. estamos investigando a causa para que possamos corrigir em todos os dispositivos. boa tarde temos? problema grave, pois precisamos das comprovações! já acontece algum tempo? temos como corrigir e recuperar o passado caso já venha ocorrendo isso? boa noite, pelo que identificamos os erros das imagens se deram por problemas de conexão, algo que infelizmente não podemos contornar via código. vamos, entretanto, buscar melhorar a experiência do envio de arquivos no sistema, uma vez que a falta de feedback sobre o estado do upload acarreta o tipo de problema relatado. vamos manter este chamado aberto para mapear o progresso das mudanças que comentei, mas no meio tempo a sugestão de carregar novamente os arquivos na tela de solicitações de serviço, uma vez que vocês possuem os arquivos e a corrupção dos arquivos foi algo pontual relacionado conexão. fiz alguns testes e consegui realizar o upload dos arquivos que foram enviados sem problemas, uma vez que os arquivos corrompidos sejam apagados e novos uploads sejam feitos, o fluxo de trabalho de vocês não deve mais ter interrupções. bom dia, pessoal! conforme informei ao luanderson e ao edu, o chamado está sendo atendido pelo time de desenvolvimento e o ricart nos passou o seguinte: identificamos que os erros das imagens ocorreram por problemas de conexão, algo que infelizmente não podemos contornar via código. vamos, entretanto, buscar melhorar a experiência do envio de arquivos no sistema, uma vez que a falta de feedback sobre o estado do upload acarreta o tipo de problema relatado. portanto, o time de desenvolvimento já está trabalhando em uma melhoria nessa funcionalidade do sistema. e assim que ela for aplicada ao sistema, entraremos em contato para informa-los. sobre as solicitações anteriores: sugerimos que ao identificar as solicitações com esse problema, que seja refeito o upload desses arquivos e fotos, já que nos testes feitos pelo time de desenvolvimento, não houve problemas ao refazer o envio. se persistir o problema em alguma situação, favor nos informar para analisar pontualmente. lembrando, que assim que a melhoria do sistema for publicada o time de desenvolvimento irá nos informar. bom dia, pessoal! conforme informei ao luanderson e ao edu, o chamado está sendo atendido pelo time de desenvolvimento e o ricart responsável por esse chamado nos informou o seguinte: identificamos que os erros das imagens ocorreram por problemas de conexão, algo que infelizmente não podemos contornar via código. vamos, entretanto, buscar melhorar a experiência do envio de arquivos no sistema, uma vez que a falta de feedback sobre o estado do upload acarreta o tipo de problema relatado. portanto, o time de desenvolvimento já está trabalhando em uma melhoria nessa funcionalidade do sistema. e assim que ela for aplicada ao sistema, entraremos em contato para informa-los. sobre as solicitações anteriores: sugerimos que ao identificar as solicitações com esse problema, que seja refeito o upload desses arquivos e fotos, já que nos testes feitos pelo time de desenvolvimento, não houve problemas ao refazer o envio. se persistir o problema em alguma situação, favor nos informar para analisar pontualmente. lembrando, que assim que a melhoria do sistema for publicada o time de desenvolvimento irá nos informar. obrigado pelo rotorno. olá pessoal, estou em goiânia, e conversando com o luan, que foi quem abriu o chamado, a situação que ele relatou acontece até hoje. e ele me demonstrou aqui que algo que precisa verficar, pois mesmo com a rede cabeada, ainda acontecem essas falhas no upload das fotos. e o tamanho das imagens são pequenos. em cada solicitação eles sobem até fotos, dependendo do caso, e isso dificulta o trabalho deles.",A equipe relatou que a tela gerencial não está aparecendo no sistema Point Service desde ontem.
"boa tarde. venho informar sobre problema que esta recorrente no point service. ao adicionar fotos nas solicitações as mesmas estão corrompendo parcialmente ou totalmente, além que as vezes o point não consegue salvar o arquivo. cito como exemplo a solicitação estou enviando as fotos originais e print dos erros para averiguação. prezado, boa tarde! solicitação recebida, enviado ao setor de desenvolvimento para analise e tratativa, retornamos o contato mais breve possível. conforme conversamos, fiz o teste de algumas imagens numa ss kk, as fotos antigas do computador abriu sem problema, renomeie e ok, tirou fotos hoje de dois celulares iphone e android samsung iphone mesmo processo e foi, porém, do android upload fez mas da erro na hora de abrir a foto, quando coloquei outro nome, já deu erro na hora de subir a foto no sistema. bom dia, leonardo. já temos uma tratativa para este problema? boa tarde. o time de desenvolvimento está trabalhando na sua questão. estamos investigando a causa para que possamos corrigir em todos os dispositivos. boa tarde temos? problema grave, pois precisamos das comprovações! já acontece algum tempo? temos como corrigir e recuperar o passado caso já venha ocorrendo isso? boa noite, pelo que identificamos os erros das imagens se deram por problemas de conexão, algo que infelizmente não podemos contornar via código. vamos, entretanto, buscar melhorar a experiência do envio de arquivos no sistema, uma vez que a falta de feedback sobre o estado do upload acarreta o tipo de problema relatado. vamos manter este chamado aberto para mapear o progresso das mudanças que comentei, mas no meio tempo a sugestão de carregar novamente os arquivos na tela de solicitações de serviço, uma vez que vocês possuem os arquivos e a corrupção dos arquivos foi algo pontual relacionado conexão. fiz alguns testes e consegui realizar o upload dos arquivos que foram enviados sem problemas, uma vez que os arquivos corrompidos sejam apagados e novos uploads sejam feitos, o fluxo de trabalho de vocês não deve mais ter interrupções. bom dia, pessoal! conforme informei ao luanderson e ao edu, o chamado está sendo atendido pelo time de desenvolvimento e o ricart nos passou o seguinte: identificamos que os erros das imagens ocorreram por problemas de conexão, algo que infelizmente não podemos contornar via código. vamos, entretanto, buscar melhorar a experiência do envio de arquivos no sistema, uma vez que a falta de feedback sobre o estado do upload acarreta o tipo de problema relatado. portanto, o time de desenvolvimento já está trabalhando em uma melhoria nessa funcionalidade do sistema. e assim que ela for aplicada ao sistema, entraremos em contato para informa-los. sobre as solicitações anteriores: sugerimos que ao identificar as solicitações com esse problema, que seja refeito o upload desses arquivos e fotos, já que nos testes feitos pelo time de desenvolvimento, não houve problemas ao refazer o envio. se persistir o problema em alguma situação, favor nos informar para analisar pontualmente. lembrando, que assim que a melhoria do sistema for publicada o time de desenvolvimento irá nos informar. bom dia, pessoal! conforme informei ao luanderson e ao edu, o chamado está sendo atendido pelo time de desenvolvimento e o ricart responsável por esse chamado nos informou o seguinte: identificamos que os erros das imagens ocorreram por problemas de conexão, algo que infelizmente não podemos contornar via código. vamos, entretanto, buscar melhorar a experiência do envio de arquivos no sistema, uma vez que a falta de feedback sobre o estado do upload acarreta o tipo de problema relatado. portanto, o time de desenvolvimento já está trabalhando em uma melhoria nessa funcionalidade do sistema. e assim que ela for aplicada ao sistema, entraremos em contato para informa-los. sobre as solicitações anteriores: sugerimos que ao identificar as solicitações com esse problema, que seja refeito o upload desses arquivos e fotos, já que nos testes feitos pelo time de desenvolvimento, não houve problemas ao refazer o envio. se persistir o problema em alguma situação, favor nos informar para analisar pontualmente. lembrando, que assim que a melhoria do sistema for publicada o time de desenvolvimento irá nos informar. obrigado pelo rotorno. olá pessoal, estou em goiânia, e conversando com o luan, que foi quem abriu o chamado, a situação que ele relatou acontece até hoje. e ele me demonstrou aqui que algo que precisa verficar, pois mesmo com a rede cabeada, ainda acontecem essas falhas no upload das fotos. e o tamanho das imagens são pequenos. em cada solicitação eles sobem até fotos, dependendo do caso, e isso dificulta o trabalho deles.","Foi informado que há um problema recorrente no Point Service ao adicionar fotos nas solicitações. As imagens estão sendo corrompidas parcial ou totalmente, e, em alguns casos, o sistema não consegue salvar o arquivo."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: yara barreto fagundes peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaboradora não possui cadastro no sistema do point service.,"Solicitação de demissão de colaborador para exclusão do usuário no sistema Point Service, com a remoção também do acesso em outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: wilmer antonio aguinagaldi briceno peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaborador desativado do sistema do point service.,"Solicitação para exclusão do usuário no sistema Point Service, com a remoção também do acesso em outros sistemas da empresa."
de: para: tarefa: segue aso demissional h danielly brito de araujo :s: somente informação do cliente,Solicitação de demissão de colaborador.
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: renan rodrigues neres peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaborador desativado do sistema do point service.,"Foi solicitada a exclusão de um usuário no sistema Point Service, bem como o cancelamento de acessos em demais sistemas da empresa. A devolução do crachá do colaborador foi anexada."
de: para: tarefa: olá segue termo de devolução de crachá do colaborador renan rodrigues neres prezada o boa tarde! colaborador desativado do sistema do point service.,"Solicitação de exclusão de usuário no sistema Point Service, com a exclusão de acesso a outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: luis felipe urbano fuentes peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador não possui cadastro no sistema do point service.,"Foi solicitada a exclusão do usuário do sistema Point Service, bem como o cancelamento de seus acessos aos demais sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: gilberto jose toussaint gonzalez peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador não tem cadastro no sistema do point service.,"Foi solicitada a exclusão do usuário do sistema Point Service, bem como o cancelamento de seus acessos aos demais sistemas da empresa."
"identificado que os equipamentos estão offline. conforme a adm gilmaria, queimou o padrão disjuntor no local e vão arrumar no decorrer do dia verifiquei com adm gilmaria a previsão de retorno da energia no local, informando que não tem retorno, mas irá falar com a engenheira para ver quando será feito a manutenção no local. a energia voltou hoje cedo, e nisso os equipamentos foram voltaram a funcionar hoje sem haver mais quedas.",Equipamentos offline.
"identificado que a antena está offline conforme informação da adm local maria eloisa, houve problema de energia no hospital, arrumaram, mas uma antena ficou offline, após alguns testes como troca o cabo de porta de switch foi identificado que o cabo está com problema, foi orientada a solicitar um técnico que troque as pontas do cabo e iremos testar novamente, ela vai falar com ele e após isso solicitar o teste novamente. conforme informação da adm eloisa, o encarregado, irá fazer a troca dos conectores hoje para verificar se a antena volta a ficar online e fazer uns testes no cabo. já foi solicitado o cabo ainda não chegou, assim que chegar o ti do hospital irá ajuda a instalar, a eloisa irá notificar sobre o procedimento quando for realizado. de acordo com adm local eloisa ainda não teve retorno da solicitação do cabo, no momento está aguardando o engenheiro verificar a previsão. em contato com o diógenes o mesmo informou que o engenheiro responsável pela unidade, o diego silvino, os metros de cabo chegou na segunda-feira no almoxarifado de palmas, agora precisa ser enviado para arraias to o geraldo vai ver a melhor logística para enviar. em contato com o diógenes o mesmo informou que o engenheiro responsável está em gurupi com o cabo de rede, o mesmo está verificando a melhor forma de levar ou encaminhar para a unidade de arraias. em contato com o diógenes o mesmo informou que fez o contato com o engenheiro diego, o cabo já foi entregue na unidade e a passagem do cabo será realizada nessa quinta-feira e a crimpagem na sexta-feira hoje na parte da manhã foi passado o cabo e feito a crimpagem dos conectores rj- problema solucionado com sucesso.",Antena offline.
"identificado que os equipamentos estão offline. conforme informação da lauana adm local, estão mexendo no gerado logo volta a energia energia voltou e o sinal da meraki estabilizou",Equipamentos offline.
"boa tarde, estou tentando cadastrar a seguinte unidade, porém está dando erro dados: escola estadual indigena koko isabel macuxi uiramutã bairro: comunidade enseada interior indígena endereço: comunidade indigena enseada uiramutã rr cep: prezados, boa tarde! solicitação recebida, direcionado ao setor de desenvolvimento para analise e tratativa. retornamos o contato em breve. boa tarde, igor. a solução foi publicada semana passada.","Foi informado que, ao tentar cadastrar uma unidade localizada na Comunidade Enseada, Interior Indígena, no município de Uiramutã - RR, ocorreu um erro no sistema, impossibilitando a finalização do cadastro."
"prezados, conforme informado previamente via whatsapp, estou enfrentando um erro ao tentar vincular a solicitação de serviço da obra id: af f d -c bb-bc e- ccc f a ordem de serviço o sistema não está permitindo o vínculo necessário para o andamento correto dos processos. solicito que a equipe técnica verifique essa questão com urgência, pois a continuidade do trabalho depende desse vínculo. agradeço pela atenção e aguardo um retorno. prezada, boa tarde! solicitação recebida, direcionado ao setor de desenvolvimento para analise e tratativa, retornamos o contato mais breve possível. segue o print do erro no login da engenheira iara no meu login está funcionando corretamente. prezada o boa tarde! gostaria de informar que a correção do bug foi concluída com sucesso. a alteração já foi aplicada no site do point service e, após realizar os testes, confirmamos que o problema foi resolvido corretamente e está funcionando. dúvidas estamos a disposição,","Foi solicitado o desligamento do colaborador, com a exclusão de seu acesso ao sistema Point Service e demais sistemas da empresa."
"Prezados, Conforme informado previamente via WhatsApp, estou enfrentando um erro ao tentar vincular a Solicitação de Serviço 09/11 da obra 33 (ID: af0f33d4-c513-42bb-bc9e-5ccc693f4a91) à Ordem de Serviço 047/2024-33. O sistema não está permitindo o vínculo necessário para o andamento correto dos processos. Solicito que a equipe técnica verifique essa questão com urgência, pois a continuidade do trabalho depende desse vínculo. <PERSON> pela atenção e aguardo um retorno.","O usuário informou que está enfrentando um erro ao tentar vincular a Solicitação de Serviço 09/11 da obra 33 (ID: af0f33d4-c513-42bb-bc9e-5ccc693f4a91) à Ordem de Serviço 047/2024-33 no sistema. Relatou que o vínculo não está sendo permitido e solicitou que a equipe técnica verifique a situação com urgência, pois o andamento dos processos depende dessa ação."
"boa tarde, solicito atribuições de engenheiro operacional para os seguintes perfis do contrato das unidades de saúde de prefeitura de goiânia, visando criação e vinculação de ordens corretivas nas solicitações criadas pelos gestores, entre outras funções que o cargo demanda. como exemplos de cópia, temos os perfis dos engenheiros diego silvino e adevagno que atuam no contrato do tocantins. segue relação dos engenheiros e perfis solicitados para o contrato de goiânia: nome: paulo de almeida vieira junior cpf: nome: welington salviano de souza cpf: nome: luis eduardo heldon bezerra de carvalho cpf: nome: frederico alberto rodrigues araújo cpf: prezados, boa tarde! as permissões dos engenheiros são administrativo porto construtora como os dos colaboradores estavam adm inloco alterei conforme solicitado para adm, onde terá acesso as edições nas corretivas. dúvidas estamos a disposição,","O usuário solicitou a atribuição de funções de engenheiro operacional para quatro perfis do contrato das unidades de saúde da Prefeitura de Goiânia, permitindo a criação e vinculação de ordens corretivas nas solicitações feitas pelos gestores, além de outras funções pertinentes ao cargo."
"identificado que os colaboradores em palmas não estão aparecendo. postman e meraki ok boa tarde, estou investigando. boa tarde, resolvido",Foi identificado que os colaboradores da unidade de Palmas não estão aparecendo no sistema.
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: peço que também seja excluido acesso em demais sistemas da empresa. prezada o boa tarde! colaborador não possui cadastro no sistema do point service.,Foi solicitada a exclusão de um usuário no sistema Point Service devido à demissão por término de contrato ou indenização.
"bom dia, solicito cadastro do gestor do centro de distribuição estoque regulador nome matheus sulivan castro cpf mat nascimento endereço arse qi s n lt al plano diretor sul-palmas fone att, equipe centro de distribuição prezado a boa tarde! criado o cadastro do colaborador no sistema do point service, vinculado a permissão de monitoramento. dúvidas estamos a disposição, prezados, bom dia! conforme conversei com a engenheira iara, explicou qual seria a função do sr matheus, alterei a permissão para fiscal de contrato e abaixo segue os dados de acesso ao sistema do point service. login: senha: dúvidas estamos a disposição,","Foi solicitado o cadastro de um usuario como Gestor do Centro de Distribuição (estoque regulador), com os dados pessoais, endereço em Palmas e telefone informados pela equipe do Centro de Distribuição."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: peço que também seja excluido acesso em demais sistemas da empresa. prezada o bom dia! colaborador desativado do sistema do point service.,"Solicitação de exclusão de usuário no sistema Point Service para o colaborador, com devolução de crachá e aviso prévio em anexo."
"de: para: cc: tarefa: favor efetuar o cadastro do novo colaborador no point-service nome: joão pedro rodrigues henrique cpf: telefone: permissão: lançamentos de relatórios favor indicar este destinatário no e-mail cc: service-desk e-mail prezadas o boa tarde! colaborador reativado no sistema do point service, o acesso e o mesmo do anterior não mudou os dados.","A solicitação de admissão foi feita, e o termo de recebimento de crachá foi enviado."
"bom dia, solicito por gentileza o cancelamento dessas ordens abaixo. motivo: foram lançadas com o plano de manutenção errado. prezada, bom dia! ordens de serviços canceladas.","A solicitação foi para o cancelamento das ordens mencionadas, com o motivo de lançamento incorreto do plano de manutenção."
"enviado do meu iphone início da mensagem encaminhada: de: adonaldo avelino data: de julho de às brt para: assunto: pointservice atualização bom dia, solicito atualização do meu cadastro no point service, para que eu tenha acesso a cadastrar ordens de serviço e aprovar preventivas, referente a unidade do hemocúcleo de gurupi, obra o motivo da reativação para aprovar preventivas e corretivas que ficaram pendentes na transição da antiga gestora erica bessa para a nova gestora amanda de souza. segue dados: adonaldo avelino de oliveira rg: ssp-go cpf: dn: prezados a bom dia! como o seu cadastro adonaldo consta desativado no sistema do point service, preciso da aprovação dos responsáveis para voltar a ativar ele no sistema. e posso prosseguir com ativação no sistema do point service? fico no aguardo. enviado o e-mail ao cliente. boa tarde, pode prosseguir com a reativação. sim enviado do meu iphone em de jul. de s escreveu: prezados a boa tarde! obrigada pelo retorno diego. foi reativado o cadastro do fiscal adonaldo, a senha de acesso e a mesma passado anteriormente não mudou, caso não tenha me informe que envio por e-mail. dúvidas a disposição,","O colaborador solicita a atualização do cadastro no Point Service, para poder cadastrar ordens de serviço e aprovar preventivas, especificamente para a unidade do Hemocúcleo de Gurupi, obra 046. A reativação é necessária para a aprovação de preventivas e corretivas pendentes devido à transição da antiga gestora para a nova gestora. Os dados do colaborador foram incluídos na solicitação."
"de: para: tarefa: olá solicito exclusão de usuário no sistema point service nome: também que seja cancelado e-mail corporativo e acesso a demais sistemas da empresa. prezadas, bom dia! chamado cancelado, pois já foi tratado no chamado sus",Solicitação de exclusão de usuário no sistema Point Service.
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: vitor alexandre souza de araujo peço que também seja excluido acesso em demais sistemas da empresa. prezadas o bom dia! colaborador desativado do sistema do point service.,"A solicitação é para a exclusão do usuário no sistema Point Service, incluindo o cancelamento de seu acesso em outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: rofer antonio caldera gonzalez peço que também seja excluido acesso em demais sistemas da empresa. prezadas o bom dia! colaborador desativado do sistema do point service.,"A solicitação é para a exclusão do usuário no sistema Point Service, incluindo o cancelamento de seu acesso em outros sistemas da empresa."
de: para: tarefa: olá solicito a exclusão do seguinte usuário no sistema point service. nome: raimer jose perez ledezma peço que também seja excluido acesso em demais sistemas da empresa. prezadas o bom dia! colaborador desativado do sistema do point service.,"A solicitação é para a exclusão do usuário no sistema Point Service, incluindo o cancelamento de seu acesso em outros sistemas da empresa."
